Acc_X,Acc_Y,Acc_Z
-130, -3862, -1456
-176, -3716, -1852
-184, -3588, -2376
-204, -3446, -2872
-290, -3302, -3610
-352, -3128, -4460
-292, -2984, -5236
-360, -2780, -6044
-326, -2548, -6828
-404, -2284, -7316
-464, -2012, -7774
-604, -1656, -8192
-748, -1348, -8192
-632, -894, -8192
-548, -530, -8192
-516, -216, -8192
-544, 20, -7584
-710, 276, -6356
-728, 416, -4920
-702, 646, -4380
-540, 984, -3622
-658, 1088, -2500
-596, 1088, -1030
-330, 1144, 368
-12, 1042, 1948
378, 1040, 3028
432, 976, 3932
282, 950, 5208
226, 474, 5868
440, 468, 5616
300, 434, 5304
-250, 572, 4658
-856, 1158, 4172
-946, 1664, 4686
-618, 1504, 6110
-120, 1140, 7848
364, 764, 8191
540, 250, 8191
728, 124, 8191
836, 28, 8191
800, 20, 7956
546, -24, 7024
90, 14, 6464
-558, 148, 6120
-974, 224, 6280
-1264, 268, 6686
-1226, 218, 7556
-702, 246, 7964
-304, 100, 8191
100, -14, 8191
422, -122, 8191
696, -288, 8191
1152, -84, 8191
1182, -292, 8191
844, -300, 8191
522, -90, 8191
300, -28, 8191
142, -148, 8191
112, -122, 8191
112, -216, 8191
238, -174, 8191
300, -218, 8191
536, -418, 8191
636, -594, 8191
776, -550, 8191
574, -244, 8191
164, 86, 8191
-282, 292, 8191
-748, 494, 8191
-844, 756, 8191
-514, 980, 8191
-116, 824, 8191
-88, 954, 8191
-154, 1148, 8191
-286, 1192, 8191
-688, 1414, 8191
-1112, 2028, 8191
-1510, 2506, 7956
-1756, 3002, 6290
-1864, 3126, 4476
-1680, 3238, 3138
-1462, 3200, 2032
-1344, 2966, 1632
-1116, 2732, 1424
-1072, 2502, 1348
-1260, 2280, 998
-1214, 2210, 144
-1196, 2186, -804
-914, 1998, -1586
-648, 1642, -2532
-334, 1392, -3208
-212, 1100, -3676
-330, 816, -3928
-558, 592, -4260
-824, 418, -4564
-1086, 170, -4928
-1248, -36, -5376
-1226, -288, -5492
-1098, -476, -5796
-924, -690, -6186
-798, -906, -6452
-740, -1106, -6456
-664, -1228, -6424
-680, -1360, -6504
-732, -1444, -6844
-676, -1600, -6860
-562, -1834, -6828
-440, -1920, -6700
-544, -2218, -6488
-576, -2360, -6296
-674, -2562, -5876
-764, -2634, -5544
-850, -2780, -4956
-1030, -2988, -4516
-1148, -3146, -4060
-1248, -3164, -3792
-1204, -3200, -3622
-1096, -3196, -3508
-938, -3170, -3464
-786, -3190, -3468
-512, -3212, -3712
-396, -3086, -4040
-298, -3058, -4264
-230, -3084, -4204
-148, -2940, -4134
-168, -2840, -4052
-252, -2838, -3832
-316, -2716, -3648
-482, -2628, -3780
-596, -2540, -4012
-780, -2382, -4420
-902, -2230, -4820
-1020, -2158, -5116
-1174, -2008, -5690
-1160, -1786, -6198
-1208, -1524, -6572
-1358, -1278, -6476
-1406, -1016, -6128
-1384, -790, -5682
-1388, -516, -5194
-1290, -284, -4436
-1158, -12, -3964
-1008, 210, -3784
-886, 500, -3630
-670, 880, -3480
-546, 1292, -3308
-564, 1848, -2550
-882, 2106, -1436
-1142, 2354, 58
-1260, 2554, 1236
-1108, 2512, 2504
-766, 2470, 3508
-208, 2532, 5162
692, 1552, 7162
906, 276, 8191
1094, -254, 8191
906, 306, 8191
610, 386, 7972
198, 772, 7206
-112, 954, 6612
-102, 988, 6556
-6, 924, 6768
-84, 954, 6916
-70, 896, 7456
256, 766, 8184
340, 518, 8191
330, 526, 8191
610, 594, 8191
828, 592, 8191
886, 372, 8191
824, 116, 8191
772, 136, 8191
802, 292, 8191
728, 348, 8191
920, 412, 8191
1414, 278, 8191
1882, 54, 8191
1944, -166, 8191
1734, -266, 8191
1190, -354, 8191
854, -218, 8191
496, -56, 8191
212, 136, 8191
104, 268, 8191
204, 478, 8191
308, 536, 8191
526, 362, 8191
632, 324, 8191
898, 496, 8191
1104, 588, 8191
622, 538, 8191
-14, 988, 8191
-452, 1606, 8191
-768, 1940, 8191
-866, 2208, 7828
-984, 2464, 6340
-1120, 2646, 5094
-1204, 2754, 4172
-1118, 2610, 4000
-1144, 2248, 3804
-1204, 2224, 3356
-1288, 2232, 2492
-1366, 2268, 1590
-1124, 2252, 116
-1012, 2156, -1168
-854, 1854, -2092
-712, 1590, -3102
-478, 1166, -3592
-380, 836, -4130
-422, 446, -4424
-482, 154, -4416
-530, -48, -4484
-658, -262, -4640
-930, -464, -4568
-1080, -604, -4436
-1174, -696, -4572
-1270, -746, -4792
-1256, -854, -4904
-1234, -1036, -5064
-1036, -1124, -5180
-860, -1218, -5682
-754, -1344, -6210
-844, -1572, -6672
-754, -1684, -6984
-632, -1790, -7032
-566, -1902, -6836
-640, -2222, -6664
-630, -2156, -5960
-928, -2366, -5544
-1108, -2560, -4744
-1296, -2672, -4216
-1330, -2776, -3880
-1370, -2894, -3606
-1330, -2940, -3560
-1098, -3004, -3508
-920, -3080, -3520
-724, -3066, -3560
-764, -3100, -3428
-808, -3056, -3464
-788, -3032, -3630
-680, -2992, -3764
-568, -2940, -4052
-514, -2840, -4244
-426, -2828, -4344
-388, -2754, -4472
-426, -2668, -4384
-528, -2572, -4356
-518, -2426, -4404
-478, -2316, -4800
-584, -2192, -5182
-636, -2014, -5608
-696, -1828, -5792
-1086, -1590, -6268
-1414, -1386, -6528
-1584, -1134, -6924
-1680, -898, -7224
-1592, -642, -7328
-1558, -544, -7536
-1078, -62, -7660
-776, 176, -7372
-584, 656, -6568
-412, 1022, -5784
-330, 1370, -4888
-320, 1580, -3720
-618, 1798, -2630
-1012, 2076, -1440
-1140, 2058, -808
-1112, 2144, -34
-960, 2114, 412
-976, 2354, 576
-944, 2728, 932
-728, 3096, 2200
-310, 2750, 3586
20, 2248, 5264
430, 2080, 6356
874, 1782, 7552
794, 1312, 8056
534, 998, 8191
400, 750, 8191
-130, 812, 8191
-304, 854, 8191
-648, 296, 8191
-710, 1258, 8191
-754, 1040, 8191
-592, 742, 8191
-326, 582, 8191
72, 754, 8191
924, 998, 8191
1400, 690, 8191
1842, 378, 8191
1976, 6, 8191
1516, -180, 8191
994, -336, 8191
460, -274, 8191
24, -158, 8191
-170, -176, 8191
-124, -222, 8191
276, -244, 8191
916, -300, 8191
1182, -452, 8191
1122, -538, 8191
920, -332, 8191
578, -24, 8191
230, 250, 8191
-222, 374, 8191
-508, 704, 8191
-426, 648, 8191
-444, 742, 8191
-400, 964, 8191
-250, 1110, 8191
-50, 1386, 8096
126, 1464, 7400
116, 1594, 6560
58, 1702, 5848
-66, 1764, 5020
-356, 1802, 4532
-466, 1984, 3504
-648, 2022, 2504
-866, 2032, 1384
-964, 2040, 292
-1136, 1906, -688
-1260, 1638, -1340
-1068, 1416, -2160
-840, 1132, -2436
-684, 618, -2276
-566, 314, -2256
-272, 100, -2616
-64, -16, -3400
94, -132, -3896
178, -266, -4488
300, -426, -4964
172, -608, -5488
64, -688, -5824
-172, -864, -5916
-322, -1120, -5768
-442, -1304, -5712
-536, -1308, -5716
-592, -1360, -5932
-724, -1512, -6064
-672, -1656, -6208
-632, -1746, -6256
-580, -1804, -6288
-662, -1910, -6320
-720, -2056, -6226
-744, -2114, -6260
-758, -2248, -6128
-780, -2392, -5710
-796, -2694, -5328
-754, -2796, -4848
-820, -2836, -4520
-760, -2992, -3980
-748, -3112, -3480
-744, -3272, -2824
-624, -3360, -2504
-504, -3360, -2112
-456, -3458, -1804
-472, -3558, -1704
-452, -3594, -1660
-274, -3580, -1728
-180, -3542, -1860
-72, -3528, -2028
66, -3534, -2224
132, -3526, -2380
104, -3412, -2728
36, -3334, -3040
-84, -3268, -3316
-94, -3134, -3516
-180, -2984, -3662
-334, -2802, -3912
-458, -2540, -4448
-604, -2352, -4852
-772, -2044, -5484
-1078, -1832, -6052
-1230, -1578, -6876
-1304, -1422, -7568
-1304, -1174, -8192
-1540, -924, -8192
-1700, -488, -8192
-1750, -210, -8036
-1820, 178, -7680
-1676, 582, -7160
-1556, 1004, -6348
-1312, 1348, -5448
-1132, 1846, -4740
-908, 2170, -3820
-732, 2460, -2892
-492, 2806, -1700
-336, 2902, -896
-176, 3070, -336
-322, 3354, 188
-562, 3452, 1304
-728, 3460, 2610
-614, 3416, 4316
-364, 2984, 6182
-224, 2084, 8186
-318, 2118, 8191
-206, 1568, 8191
124, 1516, 8191
138, 1582, 8191
40, 1588, 8191
-266, 1434, 8191
-500, 1330, 8191
-802, 1314, 8191
-864, 1284, 8191
-898, 1084, 8191
-836, 960, 8191
-652, 902, 8191
-496, 656, 8191
-198, 340, 8191
-168, 218, 8191
-220, -16, 8191
-54, 20, 8191
142, 28, 8191
32, -58, 8191
-98, -106, 8191
-168, -162, 8191
-168, -348, 8191
-98, -540, 8191
-104, -644, 8191
-250, -620, 8191
-396, -500, 8191
-474, -162, 8191
-578, 24, 8191
-448, 128, 8191
-250, 132, 8191
-136, -70, 8191
-252, -210, 8191
-336, -136, 8191
-338, 72, 8191
-626, 208, 7644
-756, 454, 7008
-776, 576, 6772
-684, 548, 6740
-272, 618, 6892
-6, 308, 7224
-120, 214, 7264
-160, 366, 7148
-216, 372, 6860
-440, 492, 6312
-426, 862, 4932
-396, 1166, 3472
-356, 1262, 1664
-204, 1210, 356
-124, 1016, -800
-216, 656, -1276
-450, 332, -1156
-556, 146, -1160
-688, 10, -1244
-788, -184, -1392
-654, -534, -2028
-378, -478, -2856
-376, -646, -3276
-240, -916, -3832
68, -1096, -3908
170, -1320, -4212
86, -1406, -4364
76, -1478, -4440
-36, -1656, -4372
-40, -1898, -4356
-128, -1958, -4196
-204, -2192, -4056
-376, -2208, -4084
-608, -2304, -3980
-680, -2322, -3788
-622, -2390, -3808
-528, -2464, -3972
-300, -2512, -4156
-256, -2662, -4408
-222, -2716, -4484
-252, -2836, -4356
-328, -2892, -4256
-392, -2932, -4012
-590, -3032, -3740
-728, -3208, -3360
-790, -3244, -2984
-902, -3332, -2532
-1042, -3408, -2276
-1146, -3440, -2164
-1196, -3572, -2070
-1152, -3648, -1996
-1020, -3676, -1968
-864, -3720, -1972
-836, -3740, -1916
-748, -3756, -1916
-746, -3806, -1928
-720, -3756, -1840
-784, -3664, -1592
-776, -3806, -1652
-732, -3812, -1924
-574, -3802, -1912
-452, -3694, -1972
-392, -3732, -1888
-324, -3806, -1612
-272, -3812, -1388
-244, -3832, -1232
-282, -3848, -996
-382, -3834, -868
-430, -3884, -880
-432, -3810, -916
-352, -3880, -904
-256, -3938, -904
