Acc_X,Acc_Y,Acc_Z
-272, -3852, -1400
-322, -3724, -1656
-396, -3816, -1760
-374, -3714, -1884
-418, -3656, -2180
-480, -3598, -2602
-716, -3460, -2936
-770, -3364, -3352
-702, -3230, -3756
-726, -3106, -4304
-816, -3008, -4732
-792, -2828, -5204
-776, -2660, -5604
-902, -2542, -5674
-906, -2422, -5768
-920, -2252, -5776
-864, -2012, -5804
-720, -1842, -5760
-614, -1740, -5348
-496, -1580, -4796
-438, -1434, -4092
-592, -1408, -3208
-732, -1400, -1956
-840, -1396, -1168
-888, -1360, -692
-758, -1326, -240
-632, -1304, 416
-422, -1286, 708
-130, -1160, 936
-110, -1196, 1608
-512, -1184, 2116
-514, -1114, 2488
-330, -958, 2780
-104, -944, 3452
52, -650, 4006
206, -1218, 4240
260, -1184, 4232
46, -1128, 4780
-272, -1262, 4864
-286, -924, 4666
-128, -634, 5084
50, -944, 5960
148, -1028, 6924
164, -1284, 8190
370, -1460, 8191
404, -1700, 8191
386, -1772, 8191
246, -1768, 8136
144, -1658, 7848
318, -1708, 8191
520, -1996, 8191
906, -2236, 8191
1030, -2362, 8191
1066, -2344, 8191
964, -2378, 8191
838, -2468, 8191
816, -2542, 8191
844, -2448, 8191
958, -2362, 8191
1074, -2420, 8191
994, -2498, 8191
846, -2358, 8191
696, -2088, 8191
698, -1910, 8191
496, -1736, 8191
798, -1560, 8191
1044, -1406, 8191
780, -1352, 8191
384, -1226, 8191
86, -968, 7888
-86, -808, 7252
-278, -674, 6668
-452, -448, 5828
-398, -266, 4936
-408, -266, 4480
-440, -242, 3884
-230, -110, 3208
-124, -158, 2888
-254, -266, 2612
-360, -352, 2078
-234, -322, 1480
-284, -354, 848
-364, -424, 592
-422, -508, 240
-504, -564, -252
-580, -616, -644
-780, -780, -708
-1012, -842, -976
-1100, -880, -1508
-1020, -912, -1972
-1032, -1054, -2360
-1042, -1174, -2864
-1006, -1334, -3200
-868, -1512, -3216
-920, -1542, -3304
-982, -1474, -3548
-1238, -1548, -3748
-1360, -1548, -3996
-1452, -1628, -4348
-1336, -1686, -4548
-1182, -1656, -4696
-1102, -1696, -4916
-990, -1756, -4996
-964, -1808, -4892
-1076, -1864, -4948
-1054, -1898, -4936
-1032, -1948, -5040
-1046, -2114, -5144
-910, -2132, -5264
-762, -2188, -5420
-732, -2244, -5336
-706, -2322, -5296
-562, -2426, -5116
-514, -2476, -4868
-392, -2464, -4740
-334, -2460, -4634
-404, -2544, -4440
-474, -2622, -4134
-514, -2728, -3872
-426, -2826, -3648
-466, -2944, -3504
-414, -3000, -3472
-438, -3004, -3488
-474, -2996, -3440
-448, -3006, -3356
-452, -3018, -3240
-500, -3022, -3120
-434, -2976, -3076
-460, -2968, -3112
-356, -2918, -3268
-408, -2868, -3448
-416, -2788, -3596
-470, -2698, -3844
-592, -2580, -3956
-784, -2478, -4142
-928, -2296, -4496
-1166, -2184, -4940
-1278, -2006, -5568
-1280, -1832, -6044
-1244, -1690, -6524
-1152, -1542, -6856
-1080, -1336, -7168
-1142, -1176, -7152
-1210, -1044, -7068
-1316, -832, -7164
-1358, -590, -6730
-1330, -440, -6166
-1444, -196, -5588
-1414, -20, -5320
-1252, 154, -4988
-1080, 258, -4484
-914, 388, -3888
-732, 426, -3094
-574, 548, -2668
-508, 540, -1996
-366, 484, -1300
-194, 638, -776
-260, 800, -488
-492, 878, 36
-706, 932, 416
-994, 1006, 900
-1178, 1040, 1976
-1086, 970, 2928
-960, 680, 4296
-792, 504, 4900
-584, 544, 5188
-86, 766, 5420
326, 730, 5572
558, 764, 6162
616, 188, 7792
370, -210, 8191
-78, -780, 8191
-344, -784, 8191
-570, -882, 8191
-660, -836, 8191
-346, -674, 7792
120, -746, 7796
540, -1010, 8191
474, -1078, 8191
606, -1204, 8191
698, -1506, 8191
374, -1760, 8191
134, -1906, 8191
54, -1902, 8191
-134, -2072, 8191
-90, -2184, 8191
36, -2244, 8191
98, -2268, 8191
192, -2236, 8191
252, -2228, 8191
242, -2172, 8191
196, -2072, 8191
282, -1976, 8191
234, -2008, 8191
-86, -2068, 8191
-194, -1984, 8191
-308, -1828, 8191
-364, -1586, 8191
-210, -1406, 8191
-78, -1356, 8191
-90, -1072, 8191
124, -1010, 8160
20, -994, 7832
-152, -920, 7174
-258, -690, 6432
-434, -616, 5880
-516, -532, 5440
-396, -438, 5162
-474, -404, 4916
-448, -440, 4622
-480, -404, 4076
-530, -374, 3732
-576, -436, 3492
-910, -426, 3040
-1060, -404, 2212
-972, -352, 1640
-860, -506, 1510
-798, -742, 1612
-724, -846, 1300
-724, -882, 968
-522, -802, 376
-210, -832, 48
-398, -1226, 256
-600, -1300, 232
-622, -1228, -152
-668, -1066, -640
-722, -1048, -1112
-732, -1114, -1804
-720, -1098, -2376
-736, -1058, -2744
-828, -1188, -2844
-968, -1300, -3224
-1080, -1312, -3668
-1134, -1384, -4468
-1068, -1332, -5440
-1042, -1312, -6190
-1082, -1344, -6920
-1302, -1408, -7372
-1514, -1436, -7640
-1720, -1568, -7520
-1814, -1664, -7176
-1756, -1782, -6636
-1646, -1950, -5960
-1594, -2014, -5592
-1562, -2164, -5548
-1484, -2176, -5556
-1296, -2322, -5464
-1028, -2486, -5364
-754, -2626, -5324
-440, -2756, -5000
-256, -2944, -4392
-294, -3170, -3384
-344, -3382, -2628
-368, -3464, -2008
-400, -3494, -1550
-338, -3598, -1192
-220, -3702, -960
-124, -3754, -936
64, -3756, -1088
132, -3702, -1324
192, -3664, -1336
226, -3598, -1472
208, -3472, -1884
72, -3326, -2472
-128, -3166, -3000
