Acc_X,Acc_Y,Acc_Z
756, -3956, -212
838, -3836, -344
932, -3964, -240
1234, -3780, -232
1510, -3732, -256
1878, -3658, -168
2462, -3432, -120
3132, -3408, 32
3630, -3412, 340
4194, -3230, 224
4814, -3144, -116
5426, -3014, -248
5864, -2858, -348
6190, -2884, -248
6282, -2762, 0
6074, -2434, -2
5318, -2144, -112
4250, -1928, -184
3476, -1696, -424
3376, -1538, -180
3284, -1656, 542
3168, -1824, 1088
2862, -1634, 960
2354, -1356, 460
1620, -1022, -2
942, -898, -152
68, -880, -52
-384, -828, -148
-994, -684, 68
-1922, -846, 372
-3412, -1142, 1048
-4622, -1448, 1560
-5548, -1736, 1824
-6014, -1802, 1832
-6002, -1742, 2140
-5932, -1918, 1640
-5496, -2222, 1592
-4746, -1706, 1240
-4500, -1370, 1296
-4608, -1336, 1588
-4932, -1478, 2000
-5670, -1700, 2356
-6274, -1708, 2744
-6816, -1792, 2920
-7086, -1892, 3356
-7152, -1954, 3424
-7332, -1970, 3456
-7672, -1944, 3224
-7996, -1872, 3108
-8174, -1904, 3180
-8192, -1998, 3260
-8192, -1946, 3172
-8192, -1898, 2912
-8192, -1924, 2840
-8192, -1912, 2832
-8192, -2000, 2764
-8192, -1996, 2720
-8192, -1996, 2684
-8192, -1944, 2540
-8192, -1932, 2716
-8192, -1940, 2756
-8192, -1810, 2516
-8192, -1728, 2396
-8192, -1650, 2296
-7992, -1564, 2050
-7614, -1368, 1780
-7016, -1316, 1560
-6444, -1228, 1412
-6058, -1264, 1444
-5670, -1290, 1396
-5518, -1232, 1420
-5256, -1122, 1320
-5046, -1116, 1312
-4678, -1192, 1332
-4342, -1136, 1164
-3690, -1080, 1228
-3288, -970, 1088
-3088, -856, 872
-2986, -672, 740
-2520, -552, 740
-2086, -612, 998
-1716, -652, 1248
-1474, -538, 1276
-1024, -328, 1156
-84, -258, 1192
624, -408, 1372
1716, -550, 1344
2624, -672, 1080
3464, -710, 784
4010, -720, 488
4810, -630, 228
5572, -690, 72
6558, -802, 20
7450, -956, 24
8080, -1068, 72
8056, -1170, 268
7776, -1072, 148
7724, -908, -132
7824, -940, -240
7838, -1094, -312
7916, -1210, -720
8082, -1312, -1004
8086, -1344, -1404
8002, -1340, -1716
7812, -1392, -1928
7390, -1400, -2070
6942, -1538, -1944
6474, -1608, -1772
6170, -1660, -1532
5872, -1698, -1348
5780, -1760, -1292
5680, -1836, -1180
5680, -1880, -1156
5958, -1904, -1308
6046, -1954, -1364
5796, -2056, -1200
5226, -2048, -1000
4744, -1930, -852
4544, -1780, -964
4412, -1780, -860
4308, -1820, -632
4206, -1780, -344
3944, -1758, -140
3354, -1680, 136
2652, -1580, 128
2100, -1456, 160
1620, -1452, 184
