Acc_X,Acc_Y,Acc_Z
-2704, 6632, 106
-1266, 3200, -208
422, 1226, 1526
486, -204, 1070
-2, 452, -168
-200, 1326, 740
-486, 2024, 140
-562, 1252, -252
-556, -184, -1004
-496, -1088, -1516
-378, -1412, -1892
-282, -1274, -1980
-164, -1040, -1860
-52, -932, -1640
4, -846, -1480
4, -694, -1316
24, -486, -1120
46, -102, -896
124, 366, -620
144, 962, -344
192, 1520, -196
254, 2520, 36
278, 3542, 180
344, 4806, 292
348, 6600, 436
278, 8191, 588
182, 8191, 700
-46, 8191, 824
-230, 8191, 1014
-434, 8191, 1280
-544, 8191, 1796
-630, 8191, 2384
-710, 8191, 2704
-706, 8191, 2952
-666, 8191, 2940
-662, 8191, 2752
-600, 7830, 2424
-526, 7796, 2016
-382, 7980, 1644
-272, 8191, 1276
-172, 8191, 1064
-86, 8191, 952
-68, 8191, 944
-36, 8191, 1082
-66, 8191, 1140
-90, 8191, 1216
-156, 8191, 1430
-72, 8191, 1252
-24, 8191, 1164
18, 8191, 1172
26, 8191, 1082
46, 8191, 996
78, 8191, 1008
94, 8191, 1000
64, 8191, 1060
90, 7956, 1020
90, 7756, 1160
80, 7494, 1156
92, 7194, 1208
94, 6932, 1164
112, 6602, 1160
100, 6332, 1164
112, 5966, 1140
112, 5684, 1100
94, 5306, 1076
108, 5004, 1076
100, 4632, 1056
100, 4354, 1072
100, 3984, 1056
84, 3724, 1044
64, 3402, 1060
50, 3114, 1068
28, 2836, 1060
2, 2548, 1092
10, 2400, 1096
-42, 2126, 1132
-50, 1956, 1088
-60, 1742, 1140
-84, 1600, 1140
-90, 1480, 1144
-88, 1380, 1144
-98, 1288, 1132
-98, 1268, 1084
-70, 1280, 1026
-56, 1328, 976
-8, 1430, 900
46, 1592, 824
64, 1808, 788
144, 2056, 672
192, 2344, 672
238, 2714, 652
292, 3048, 600
334, 3564, 548
382, 4022, 560
392, 4646, 518
412, 5204, 506
448, 5922, 488
430, 6484, 444
414, 7142, 400
392, 7546, 288
364, 7916, 260
356, 8116, 152
364, 8134, -10
364, 8020, -124
378, 7812, -244
372, 7506, -364
380, 7280, -464
408, 7044, -516
412, 6974, -528
404, 6974, -500
376, 7030, -396
372, 7198, -280
382, 7354, -176
368, 7524, -60
344, 7646, 12
340, 7682, 60
336, 7670, 112
334, 7632, 120
306, 7454, 108
320, 7280, 92
298, 7070, 40
292, 6860, 20
278, 6684, 32
288, 6518, 4
296, 6398, -10
316, 6178, -16
288, 6078, -68
292, 5908, -72
282, 5736, -72
288, 5538, -88
302, 5314, -176
292, 5122, -176
296, 4932, -192
292, 4704, -216
292, 4476, -216
296, 4286, -244
286, 4082, -212
282, 3854, -204
296, 3664, -188
274, 3516, -180
268, 3296, -192
264, 3160, -184
256, 2988, -176
260, 2884, -180
260, 2742, -208
260, 2634, -216
238, 2544, -244
244, 2472, -244
228, 2416, -228
216, 2364, -224
246, 2328, -240
228, 2338, -244
260, 2372, -220
238, 2418, -192
302, 2534, -152
326, 2694, -92
344, 2854, 0
340, 2958, 28
360, 3154, 76
368, 3260, 120
366, 3460, 224
400, 3628, 256
410, 3862, 344
404, 4022, 412
438, 4256, 500
434, 4442, 572
444, 4680, 640
438, 4862, 684
450, 5064, 712
460, 5230, 756
434, 5386, 796
440, 5532, 840
470, 5680, 860
428, 5810, 856
430, 5836, 892
434, 5896, 876
440, 5936, 864
444, 5958, 880
456, 5982, 860
486, 6026, 852
482, 6032, 840
466, 6056, 828
474, 6066, 832
476, 6090, 828
482, 6112, 820
470, 6100, 812
470, 6120, 856
492, 6096, 840
462, 6084, 856
488, 6016, 856
480, 5916, 896
444, 5824, 876
472, 5698, 860
452, 5564, 856
436, 5424, 868
400, 5324, 852
426, 5220, 876
384, 5092, 860
396, 4956, 884
404, 4844, 868
408, 4688, 852
396, 4568, 852
376, 4416, 872
364, 4308, 864
368, 4156, 836
332, 4036, 844
352, 3894, 824
336, 3784, 796
330, 3666, 824
352, 3520, 772
320, 3452, 788
322, 3376, 788
300, 3252, 748
308, 3180, 800
300, 3148, 764
308, 3092, 752
296, 3048, 736
296, 3032, 768
312, 3044, 720
308, 3052, 724
304, 3100, 712
300, 3166, 672
336, 3240, 632
344, 3360, 588
360, 3452, 536
374, 3554, 504
380, 3676, 448
422, 3772, 424
388, 3904, 356
428, 3996, 340
436, 4148, 308
470, 4272, 304
458, 4384, 256
474, 4502, 228
464, 4628, 216
470, 4720, 196
484, 4872, 208
500, 4948, 152
504, 5052, 156
484, 5132, 176
492, 5196, 156
484, 5238, 144
492, 5260, 96
480, 5302, 136
484, 5332, 120
440, 5360, 92
470, 5352, 32
452, 5352, 68
474, 5368, 72
440, 5348, 48
448, 5348, 48
426, 5346, 40
440, 5304, 64
432, 5264, 52
432, 5252, 60
422, 5178, 28
434, 5160, -6
412, 5070, -12
400, 5036, 20
404, 4926, -2
404, 4888, -26
392, 4784, -20
378, 4724, -16
370, 4608, -28
376, 4510, -14
382, 4476, -14
366, 4364, -16
374, 4308, -24
368, 4186, -10
366, 4092, -56
368, 3992, -68
352, 3914, -52
340, 3824, -20
352, 3738, -52
360, 3694, -22
356, 3616, -10
364, 3550, -56
360, 3484, -40
356, 3438, -68
352, 3412, -20
356, 3396, -10
348, 3334, -56
362, 3324, -36
360, 3320, -16
378, 3324, -18
368, 3342, 16
378, 3356, 44
384, 3392, 48
392, 3438, 64
430, 3490, 104
418, 3538, 152
444, 3546, 176
424, 3600, 180
448, 3652, 216
470, 3728, 236
464, 3760, 260
480, 3842, 320
488, 3892, 320
492, 3996, 396
492, 4044, 388
510, 4112, 476
492, 4230, 460
488, 4286, 472
514, 4338, 502
504, 4408, 514
518, 4480, 534
506, 4546, 536
514, 4576, 580
508, 4638, 560
508, 4686, 616
514, 4694, 612
532, 4752, 588
518, 4776, 612
504, 4794, 640
508, 4836, 604
514, 4832, 636
514, 4810, 652
526, 4840, 632
524, 4840, 668
518, 4816, 672
532, 4824, 680
518, 4770, 664
514, 4736, 688
488, 4718, 692
486, 4684, 684
496, 4640, 680
486, 4610, 696
484, 4536, 724
466, 4512, 708
474, 4442, 692
462, 4382, 700
466, 4356, 692
486, 4282, 736
462, 4256, 692
422, 4132, 720
458, 4096, 716
430, 4048, 684
432, 3972, 708
438, 3928, 664
426, 3864, 660
400, 3806, 688
398, 3792, 688
396, 3716, 644
404, 3706, 628
406, 3672, 688
400, 3642, 652
384, 3608, 660
392, 3600, 612
404, 3582, 636
374, 3588, 616
374, 3576, 616
378, 3608, 560
396, 3602, 584
370, 3624, 560
364, 3636, 528
388, 3668, 548
378, 3684, 448
396, 3738, 432
386, 3788, 412
404, 3810, 400
422, 3862, 352
416, 3892, 340
412, 3940, 300
430, 4016, 272
440, 4048, 260
428, 4106, 276
432, 4148, 260
456, 4190, 248
444, 4248, 224
456, 4284, 220
454, 4312, 236
464, 4360, 224
462, 4388, 236
460, 4420, 220
456, 4436, 204
480, 4434, 184
458, 4480, 184
452, 4502, 176
452, 4480, 196
466, 4506, 184
470, 4494, 172
462, 4512, 160
470, 4512, 140
452, 4480, 168
444, 4490, 140
444, 4478, 104
460, 4452, 80
474, 4406, 92
466, 4422, 88
448, 4380, 80
448, 4364, 52
452, 4334, 60
448, 4294, 80
440, 4284, 36
432, 4232, 60
432, 4160, 60
452, 4122, 48
438, 4106, 96
452, 4050, 72
448, 3992, 92
404, 3944, 76
418, 3944, 36
436, 3904, 52
430, 3858, 72
434, 3836, 52
422, 3824, 52
448, 3784, 68
426, 3750, 52
428, 3752, 48
452, 3710, 92
452, 3694, 68
458, 3694, 64
444, 3652, 56
466, 3676, 72
452, 3676, 60
480, 3684, 112
496, 3690, 88
492, 3702, 160
492, 3728, 140
512, 3698, 148
496, 3740, 176
512, 3752, 176
508, 3768, 208
500, 3768, 236
512, 3810, 236
508, 3818, 240
508, 3848, 276
518, 3876, 332
518, 3896, 308
518, 3914, 344
514, 3944, 368
518, 3984, 420
508, 4012, 388
516, 4056, 400
524, 4078, 436
516, 4122, 424
