Acc_X,Acc_Y,Acc_Z
-82,244,76
-168,-314,-18
-240,-796,-40
-274,-1130,-176
-312,-1436,-404
-360,-1612,-480
-336,-1772,-592
-312,-1802,-640
-282,-1770,-668
-276,-1646,-636
-226,-1338,-530
-150,-944,-396
2,-410,-228
130,110,-38
216,910,100
344,1724,164
466,3040,212
552,4474,356
636,6592,428
444,8191,558
182,8191,604
-32,8191,700
-220,8191,792
-378,8191,1064
-360,8191,1484
-408,8191,1952
-364,8191,2276
-242,8191,2528
-124,7450,2552
-8,6738,2504
74,6532,2312
156,6750,2028
230,6876,1698
260,8086,1554
260,8191,1324
212,8191,1260
190,8191,1244
140,8191,1304
96,8191,1372
52,8191,1432
42,8191,1428
64,8191,1328
78,8191,1252
140,8191,1124
192,8191,1004
240,8191,928
260,8004,868
268,7812,888
234,7618,980
212,7394,1064
200,7216,1216
200,7068,1276
196,6840,1340
186,6662,1392
196,6376,1428
204,6082,1416
220,5822,1368
232,5458,1344
234,5178,1308
258,4828,1256
268,4534,1232
278,4232,1180
268,3922,1136
246,3624,1120
264,3408,1120
250,3124,1100
234,2924,1112
208,2724,1120
212,2568,1176
182,2396,1160
176,2268,1208
160,2140,1196
160,2044,1240
144,2000,1196
132,1970,1196
146,1964,1148
180,2010,1080
184,2122,1032
188,2270,960
248,2484,900
282,2746,780
310,3028,708
348,3386,628
362,3682,612
360,4106,560
412,4494,518
384,5014,484
404,5434,496
412,6016,456
364,6410,364
336,6852,328
348,7224,260
336,7454,196
300,7588,132
292,7636,48
286,7554,-116
292,7400,-160
294,7188,-272
324,7016,-324
304,6822,-332
294,6756,-332
288,6778,-248
300,6822,-204
288,6944,-160
260,7026,-36
246,7094,6
274,7120,156
260,7082,196
224,6986,184
220,6860,204
216,6732,176
204,6542,156
212,6340,128
192,6250,140
200,6074,112
216,5912,64
204,5762,40
204,5542,10
224,5356,8
220,5196,2
208,5008,-44
216,4828,-40
204,4584,-40
212,4430,-80
238,4226,-100
216,4018,-112
216,3810,-96
208,3632,-68
200,3468,-100
204,3290,-80
204,3162,-64
216,2976,-84
196,2876,-56
