Acc_X,Acc_Y,Acc_Z
250, -4112, -240
550, -4018, -216
668, -4002, -176
780, -4024, -104
872, -3952, -24
902, -4002, 248
838, -3924, 168
1022, -3788, -84
1338, -3748, -232
1684, -3628, -352
2086, -3620, -384
2394, -3632, -496
3052, -3458, -672
3646, -3344, -696
4038, -3330, -616
4256, -3350, -456
4552, -3188, -184
4752, -3184, -20
4422, -3054, 68
4086, -2896, -144
3912, -2646, -516
3884, -2316, -960
3704, -2400, -664
3148, -2434, -428
2752, -2364, -228
3010, -2288, 6
2968, -1998, -132
2360, -2040, 160
1794, -1994, 112
1536, -1524, -308
928, -1368, -232
-140, -1400, 232
-1002, -1174, 536
-1858, -1116, 564
-2374, -1366, 876
-2528, -1378, 1220
-2824, -1582, 1924
-3188, -1824, 1984
-3668, -1690, 1932
-4552, -1524, 1924
-5150, -1486, 1596
-5464, -1404, 1312
-5788, -1590, 1436
-5748, -1798, 1584
-5486, -1676, 1592
-5216, -1704, 1484
-5020, -1628, 1376
-4920, -1512, 1416
-5176, -1568, 1760
-5610, -1598, 2376
-6362, -1674, 2520
-6518, -1672, 2500
-6508, -1552, 2460
-6354, -1664, 2586
-6252, -1764, 2808
-6268, -1794, 2916
-6392, -1788, 2716
-6484, -1694, 2408
-6588, -1672, 2260
-6794, -1678, 2180
-7190, -1672, 2020
-7854, -1658, 1888
-8128, -1654, 1920
-8192, -1794, 2072
-8192, -1788, 2116
-8192, -1708, 2140
-8192, -1728, 2336
-8192, -1716, 2484
-8192, -1728, 2628
-8192, -1690, 2652
-8192, -1664, 2704
-8192, -1610, 2716
-8192, -1456, 2464
-8192, -1348, 2092
-8192, -1188, 1816
-8192, -1170, 1668
-8192, -958, 1546
-8192, -868, 1764
-8144, -760, 2036
-7830, -632, 2516
-7690, -642, 3208
-7190, -504, 3556
-6264, -236, 3480
-5964, -42, 3192
-5752, 84, 2964
-5224, 388, 2692
-4422, 638, 2336
-3564, 816, 1900
-2948, 1024, 1508
-2252, 1036, 1208
-1050, 1154, 1020
20, 996, 864
1222, 900, 712
2696, 574, 540
3630, 146, 616
4824, 54, 428
6090, 14, 248
6986, -202, 320
7672, -538, 494
7828, -632, 624
7780, -642, 456
7550, -576, 148
7396, -660, -44
7452, -832, -276
7540, -962, -460
7554, -1178, -804
7540, -1308, -1080
7518, -1400, -1396
7296, -1430, -1584
6998, -1528, -1620
6622, -1580, -1652
