Acc_X,Acc_Y,Acc_Z
-120, 4716, 3440
500, 496, 2296
414, -722, 872
-142, -76, 396
-472, 998, 206
-746, 1872, -292
-766, 1690, -90
-842, 664, -820
-758, -628, -1696
-628, -1460, -2240
-510, -1542, -2328
-322, -1200, -2272
-190, -1024, -2000
-72, -1010, -1844
-64, -988, -1616
-58, -824, -1416
-60, -598, -1196
-16, -192, -876
46, 162, -620
76, 674, -444
130, 1274, -212
196, 2020, -26
286, 2976, 32
374, 4404, 236
400, 5840, 328
374, 7930, 488
278, 8191, 660
120, 8191, 808
-164, 8191, 968
-448, 8191, 1184
-552, 8191, 1516
-628, 8191, 2136
-780, 8191, 2736
-798, 8191, 3044
-786, 8191, 3156
-752, 8191, 3012
-752, 7766, 2614
-622, 7472, 2256
-526, 7454, 1760
-338, 7700, 1348
-212, 8191, 968
-52, 8191, 828
40, 8191, 840
20, 8191, 936
2, 8191, 1068
-12, 8191, 1232
-44, 8191, 1284
-68, 8191, 1324
42, 8191, 1336
46, 8191, 1100
56, 8191, 984
80, 8191, 964
116, 8191, 972
144, 8191, 888
150, 8191, 992
154, 7994, 992
158, 7748, 1056
154, 7500, 1108
134, 7294, 1144
158, 7034, 1208
172, 6772, 1212
152, 6482, 1200
144, 6146, 1208
138, 5858, 1192
156, 5460, 1168
158, 5150, 1152
150, 4788, 1092
154, 4462, 1068
124, 4090, 1064
132, 3788, 1080
138, 3456, 1060
98, 3184, 1064
72, 2910, 1056
50, 2668, 1056
34, 2392, 1064
22, 2208, 1096
0, 1958, 1100
-42, 1798, 1132
-36, 1646, 1148
-50, 1482, 1116
-72, 1370, 1144
-50, 1280, 1144
-58, 1250, 1112
-36, 1214, 1052
-20, 1266, 1032
-2, 1390, 984
36, 1538, 896
72, 1698, 788
146, 1920, 752
188, 2244, 700
264, 2534, 640
308, 2952, 604
360, 3356, 568
396, 3870, 572
420, 4398, 544
460, 5050, 500
448, 5628, 452
454, 6310, 436
470, 6858, 396
444, 7438, 364
416, 7874, 292
392, 8058, 180
392, 8138, 24
396, 8076, -100
400, 7896, -284
396, 7626, -384
412, 7294, -522
448, 7138, -576
440, 7064, -568
424, 6996, -514
420, 7042, -420
420, 7152, -292
418, 7324, -208
408, 7490, -68
392, 7618, -16
366, 7678, 84
356, 7714, 124
348, 7644, 176
322, 7488, 164
344, 7332, 96
342, 7156, 88
326, 6968, 84
326, 6766, 60
320, 6588, 52
324, 6424, 4
296, 6280, -34
326, 6116, -80
300, 5926, -64
296, 5714, -88
316, 5520, -128
296, 5316, -164
292, 5144, -184
288, 4944, -208
300, 4756, -196
290, 4482, -232
280, 4320, -232
284, 4068, -240
282, 3872, -208
260, 3684, -188
276, 3480, -160
264, 3296, -164
242, 3154, -168
216, 2982, -180
256, 2862, -148
224, 2698, -156
232, 2624, -208
216, 2496, -228
216, 2438, -204
208, 2386, -236
212, 2278, -252
226, 2270, -232
236, 2270, -248
264, 2288, -252
252, 2382, -212
286, 2486, -176
310, 2632, -128
338, 2764, -40
344, 2956, 20
364, 3078, 132
374, 3266, 180
404, 3448, 216
422, 3646, 304
444, 3844, 364
448, 4092, 460
472, 4342, 506
480, 4546, 572
488, 4798, 636
492, 4992, 676
504, 5200, 764
504, 5364, 768
496, 5554, 796
492, 5696, 844
500, 5774, 856
500, 5870, 880
492, 5920, 892
496, 5976, 896
500, 5966, 928
482, 5992, 912
500, 5996, 880
512, 6020, 888
504, 6004, 856
504, 6044, 868
524, 6052, 852
540, 6084, 828
544, 6072, 812
536, 6160, 788
528, 6100, 816
548, 6078, 820
530, 6060, 800
508, 6000, 836
526, 5930, 832
514, 5814, 836
514, 5728, 828
496, 5542, 864
484, 5432, 864
464, 5304, 880
458, 5192, 844
436, 5044, 864
436, 4944, 892
436, 4788, 860
426, 4632, 892
422, 4528, 876
418, 4398, 864
422, 4280, 856
404, 4096, 832
414, 3980, 820
372, 3828, 824
388, 3746, 860
380, 3598, 784
374, 3516, 796
364, 3424, 784
368, 3326, 776
376, 3226, 760
344, 3170, 772
336, 3116, 760
352, 3100, 768
342, 3058, 764
344, 3026, 724
348, 3028, 728
342, 3060, 732
352, 3108, 712
352, 3188, 692
358, 3248, 656
376, 3386, 604
376, 3472, 576
400, 3594, 498
426, 3710, 432
428, 3810, 416
444, 3906, 372
460, 4040, 320
452, 4144, 296
474, 4292, 252
490, 4400, 232
504, 4516, 228
496, 4628, 220
510, 4740, 204
496, 4850, 196
512, 4964, 160
510, 5074, 132
508, 5126, 148
512, 5208, 136
508, 5248, 104
508, 5298, 100
500, 5336, 100
496, 5346, 136
470, 5360, 92
474, 5364, 68
484, 5384, 30
456, 5380, 72
444, 5376, 28
466, 5368, 32
452, 5328, 36
424, 5316, 12
