Acc_X,Acc_Y,Acc_Z
-148, 1074, 2018
-728, 2262, 264
-724, 1646, -152
-772, 378, -970
-706, -958, -1704
-548, -1470, -2148
-400, -1436, -2312
-260, -1240, -2156
-116, -1120, -1916
-46, -1068, -1708
-54, -984, -1472
-84, -816, -1236
-60, -570, -924
40, -214, -724
80, 270, -448
146, 798, -296
216, 1358, -120
344, 2366, -10
412, 3494, 108
480, 4870, 192
528, 6940, 288
466, 8191, 448
294, 8191, 556
6, 8191, 676
-266, 8191, 780
-490, 8191, 1100
-614, 8191, 1460
-698, 8191, 1976
-816, 8191, 2744
-788, 8191, 3204
-666, 8191, 3284
-628, 8060, 3048
-556, 7608, 2752
-444, 7490, 2240
-320, 7636, 1840
-164, 8102, 1332
-36, 8191, 1010
38, 8191, 872
94, 8191, 1054
50, 8191, 1004
2, 8191, 1180
-40, 8191, 1248
-46, 8191, 1348
6, 8191, 1340
-34, 8191, 1220
32, 8191, 1100
78, 8191, 976
128, 8191, 852
172, 8191, 808
172, 8191, 788
188, 8120, 860
176, 7782, 872
150, 7584, 1060
150, 7346, 1140
152, 7142, 1204
160, 6844, 1264
146, 6656, 1280
132, 6356, 1304
136, 6118, 1264
152, 5754, 1248
142, 5380, 1196
120, 5014, 1180
134, 4670, 1112
138, 4298, 1128
132, 3966, 1048
94, 3620, 1056
96, 3260, 1008
72, 3000, 1008
84, 2682, 1026
36, 2480, 1014
32, 2218, 1018
-16, 1990, 1060
-32, 1790, 1056
-76, 1616, 1096
-88, 1474, 1128
-82, 1366, 1124
-96, 1244, 1120
-94, 1212, 1108
-80, 1180, 1076
-56, 1184, 1004
-44, 1270, 964
20, 1358, 900
58, 1512, 840
104, 1702, 756
152, 2010, 660
238, 2296, 612
284, 2698, 568
328, 3058, 540
400, 3568, 472
424, 4078, 528
454, 4728, 488
488, 5306, 480
496, 6034, 460
466, 6652, 420
478, 7324, 384
428, 7866, 296
422, 8180, 228
404, 8191, 100
382, 8191, 6
426, 8191, -172
420, 8050, -316
400, 7670, -436
418, 7400, -560
426, 7116, -560
440, 6988, -576
432, 6944, -488
452, 6982, -396
438, 7142, -284
422, 7312, -204
410, 7468, -52
392, 7624, 32
396, 7710, 72
388, 7714, 180
374, 7680, 148
372, 7506, 120
388, 7316, 72
356, 7084, 64
368, 6888, 16
368, 6714, 44
348, 6488, -24
352, 6308, 16
352, 6140, -16
366, 6012, -52
344, 5812, -76
356, 5618, -84
340, 5398, -128
356, 5212, -164
364, 5022, -180
366, 4802, -176
348, 4598, -200
352, 4410, -184
364, 4194, -204
352, 3952, -228
344, 3792, -204
356, 3550, -224
328, 3420, -220
346, 3188, -208
330, 3022, -216
312, 2928, -200
318, 2794, -176
304, 2638, -236
304, 2552, -256
324, 2468, -256
320, 2408, -264
290, 2316, -268
296, 2274, -252
332, 2288, -228
316, 2340, -208
364, 2404, -180
360, 2524, -116
396, 2656, -72
412, 2844, -44
412, 2958, -20
444, 3116, 72
436, 3200, 144
460, 3396, 168
478, 3576, 240
500, 3750, 268
512, 3962, 352
518, 4140, 404
518, 4420, 480
518, 4598, 528
528, 4866, 588
544, 5044, 644
518, 5238, 720
532, 5380, 756
532, 5552, 800
520, 5732, 828
516, 5814, 856
522, 5904, 876
540, 5960, 880
508, 6016, 880
524, 6036, 892
500, 6024, 920
522, 6070, 880
536, 6052, 868
510, 6078, 852
528, 6096, 920
522, 6104, 876
526, 6128, 872
562, 6120, 840
548, 6128, 856
532, 6104, 824
548, 6060, 840
540, 6060, 848
516, 5992, 836
518, 5912, 828
522, 5804, 848
506, 5718, 868
506, 5542, 856
496, 5392, 856
474, 5294, 860
484, 5136, 844
470, 5044, 852
444, 4876, 840
422, 4758, 856
416, 4572, 816
412, 4476, 832
428, 4328, 852
396, 4214, 840
382, 4078, 812
386, 3920, 804
368, 3806, 820
368, 3692, 796
376, 3536, 784
340, 3452, 780
356, 3360, 756
338, 3278, 764
326, 3164, 736
326, 3104, 764
330, 3052, 768
334, 3000, 760
332, 2996, 768
326, 2972, 728
326, 3000, 732
308, 3004, 708
322, 3084, 672
360, 3144, 648
386, 3222, 576
374, 3396, 540
408, 3460, 480
428, 3624, 472
452, 3744, 428
470, 3860, 348
466, 3966, 332
492, 4082, 312
492, 4244, 248
512, 4352, 236
514, 4472, 220
510, 4580, 232
524, 4702, 168
540, 4840, 168
548, 4944, 164
548, 5022, 176
540, 5100, 136
540, 5160, 124
540, 5240, 132
548, 5296, 112
540, 5340, 92
522, 5348, 104
540, 5368, 104
524, 5376, 76
548, 5404, 56
524, 5390, 64
522, 5408, 64
508, 5402, 36
514, 5344, 48
518, 5336, 8
496, 5308, 28
500, 5286, 20
508, 5242, 24
500, 5136, -2
484, 5120, 6
496, 5062, 2
488, 4988, -24
476, 4924, 10
478, 4886, -10
456, 4762, -2
474, 4666, 4
452, 4620, -16
464, 4520, -14
444, 4456, -6
452, 4352, 0
444, 4292, -48
466, 4212, -10
424, 4080, -22
440, 4008, -52
444, 3908, -72
448, 3816, -48
422, 3738, -24
436, 3668, -48
440, 3602, -84
432, 3504, -72
418, 3494, -76
436, 3408, -64
426, 3392, -34
444, 3340, -60
432, 3308, -64
432, 3292, -24
480, 3316, -24
470, 3312, -36
464, 3372, 2
488, 3378, 12
492, 3424, 48
512, 3456, 60
512, 3502, 100
508, 3550, 152
518, 3594, 144
522, 3668, 164
532, 3708, 208
540, 3768, 240
536, 3824, 284
528, 3888, 300
540, 3936, 348
528, 4052, 400
556, 4088, 412
536, 4194, 432
536, 4272, 476
566, 4352, 480
558, 4404, 496
544, 4468, 506
564, 4542, 556
562, 4602, 548
584, 4654, 564
558, 4702, 604
572, 4774, 588
566, 4800, 592
570, 4802, 616
592, 4844, 612
572, 4840, 648
566, 4852, 668
558, 4862, 652
562, 4864, 656
564, 4860, 652
544, 4848, 652
566, 4820, 632
540, 4800, 652
554, 4748, 664
556, 4744, 688
552, 4698, 668
544, 4658, 704
526, 4628, 676
536, 4568, 696
510, 4524, 708
514, 4476, 688
508, 4428, 704
496, 4346, 656
512, 4300, 688
482, 4240, 700
488, 4174, 700
500, 4096, 692
444, 4044, 684
440, 3978, 684
452, 3924, 668
448, 3870, 700
448, 3820, 680
428, 3772, 688
426, 3720, 660
422, 3688, 636
420, 3632, 668
392, 3620, 632
418, 3594, 656
400, 3564, 588
428, 3586, 620
412, 3528, 596
394, 3504, 584
400, 3542, 588
400, 3546, 576
418, 3586, 548
424, 3604, 536
428, 3632, 500
404, 3668, 472
412, 3724, 432
426, 3768, 380
466, 3784, 344
464, 3856, 360
448, 3880, 320
478, 3908, 316
496, 3992, 304
480, 4044, 260
504, 4070, 268
514, 4122, 220
504, 4178, 232
504, 4242, 216
504, 4268, 248
526, 4316, 208
532, 4348, 224
530, 4388, 212
518, 4416, 212
528, 4416, 180
526, 4452, 180
536, 4476, 168
528, 4508, 192
518, 4528, 156
518, 4516, 164
522, 4536, 156
520, 4550, 152
524, 4532, 148
518, 4524, 144
508, 4532, 88
520, 4506, 112
514, 4498, 112
514, 4454, 132
508, 4432, 88
520, 4404, 76
522, 4372, 56
506, 4360, 64
510, 4332, 36
522, 4290, 72
518, 4248, 68
510, 4188, 52
518, 4140, 56
504, 4096, 32
520, 4070, 60
506, 4000, 52
492, 3992, 48
512, 3940, 64
500, 3922, 44
502, 3876, 44
504, 3852, 56
500, 3828, 80
504, 3792, 56
496, 3756, 56
510, 3740, 40
492, 3716, 72
514, 3698, 64
500, 3694, 20
522, 3660, 64
518, 3644, 84
504, 3668, 96
528, 3676, 104
552, 3676, 96
532, 3710, 92
568, 3688, 132
548, 3718, 160
546, 3740, 164
552, 3716, 188
556, 3766, 168
572, 3802, 208
558, 3796, 244
562, 3844, 264
556, 3832, 244
562, 3870, 304
560, 3912, 336
566, 3920, 336
568, 3940, 348
552, 3988, 364
540, 4026, 364
580, 4060, 376
568, 4080, 440
566, 4116, 436
558, 4132, 436
576, 4160, 440
574, 4230, 472
562, 4232, 472
562, 4234, 480
570, 4260, 460
564, 4268, 500
552, 4280, 498
572, 4296, 520
558, 4312, 480
580, 4298, 528
562, 4278, 532
556, 4288, 532
544, 4290, 522
540, 4292, 536
536, 4282, 540
548, 4286, 564
548, 4248, 540
528, 4248, 544
540, 4204, 568
518, 4226, 572
524, 4122, 564
522, 4132, 604
524, 4120, 584
518, 4078, 596
510, 4048, 568
488, 4012, 568
504, 3984, 580
496, 3966, 576
488, 3942, 544
478, 3924, 560
492, 3876, 576
488, 3866, 568
466, 3854, 592
456, 3820, 548
466, 3810, 576
470, 3796, 572
478, 3780, 560
470, 3784, 560
470, 3754, 540
452, 3746, 510
474, 3744, 514
456, 3750, 498
452, 3754, 484
436, 3750, 540
434, 3772, 502
440, 3760, 500
456, 3762, 448
456, 3776, 472
428, 3800, 400
456, 3796, 408
480, 3792, 416
456, 3828, 388
452, 3824, 368
494, 3854, 340
496, 3862, 312
496, 3892, 288
508, 3910, 284
488, 3948, 240
512, 3972, 264
504, 3980, 284
504, 4000, 260
516, 4042, 240
522, 4044, 240
518, 4066, 236
512, 4082, 224
518, 4076, 244
522, 4082, 240
528, 4112, 248
526, 4126, 228
