Acc_X,Acc_Y,Acc_Z
662, -3980, -384
772, -3910, -432
1148, -3840, -568
1498, -3704, -680
1916, -3614, -584
2512, -3732, -440
3280, -3472, -656
3490, -3270, -460
4184, -3344, -740
4398, -3244, -496
4656, -3200, -264
4560, -3036, -204
4740, -3074, -116
4824, -2824, -448
5006, -2624, -668
4856, -2480, -632
4450, -2388, -360
3984, -2102, -400
3594, -2018, -88
3332, -1854, 144
2900, -1910, 668
2106, -1898, 972
1418, -1846, 916
578, -1530, 824
-288, -1494, 880
-1646, -1534, 916
-2840, -1676, 856
-4066, -1824, 912
-4872, -1940, 968
-5532, -2200, 1132
-5900, -2210, 1192
-6112, -2206, 1132
-6330, -2396, 1204
-6546, -2516, 1212
-6882, -2494, 1116
-6864, -2088, 1096
-7156, -2326, 990
-7064, -2256, 1148
-7188, -2672, 800
-6932, -2746, 892
-6902, -2534, 964
-7104, -2418, 1204
-7068, -2408, 1328
-7130, -2438, 1440
-7086, -2400, 1480
-7188, -2340, 1440
-7060, -2426, 1524
-7180, -2486, 1652
-7240, -2448, 1652
-7466, -2426, 1596
-7660, -2464, 1564
-7908, -2532, 1716
-8074, -2580, 1876
-8192, -2638, 1892
-8192, -2568, 1968
-7986, -2572, 1924
-7630, -2508, 1876
-7108, -2524, 1776
-6702, -2490, 1676
-6460, -2448, 1538
-6336, -2384, 1388
-6200, -2284, 1328
-5912, -2174, 1316
-5408, -2176, 1376
-4896, -2064, 1532
-4626, -2072, 1668
-4454, -1984, 1596
-4194, -1856, 1452
-3800, -1760, 1368
-3312, -1596, 1316
-2620, -1552, 1244
-2174, -1560, 1088
-1418, -1474, 1014
-994, -1474, 812
-500, -1490, 688
86, -1496, 484
726, -1538, 292
1480, -1636, 124
2002, -1698, -72
2368, -1756, -320
2638, -1756, -502
3010, -1772, -608
3394, -1750, -676
3910, -1832, -640
4350, -1872, -616
4888, -1940, -640
5194, -2102, -640
5828, -2092, -776
6242, -2114, -896
6622, -2188, -968
6820, -2176, -1168
7034, -2196, -1144
7056, -2232, -1172
7120, -2284, -1030
7218, -2326, -912
7184, -2356, -836
7042, -2378, -840
6900, -2368, -972
6632, -2348, -960
6488, -2330, -1104
6360, -2352, -1192
6222, -2348, -1208
6086, -2386, -1140
5884, -2390, -1054
5472, -2430, -908
5072, -2386, -872
4506, -2368, -844
4128, -2388, -892
4022, -2372, -1012
3878, -2384, -880
3784, -2432, -804
3762, -2340, -828
3486, -2296, -676
3036, -2162, -620
2510, -2076, -488
1790, -1944, -432
1110, -1906, -140
260, -1932, 92
-176, -1906, 200
-422, -1948, 404
-644, -1952, 524
-740, -1932, 840
-808, -1968, 976
-998, -1964, 984
-1358, -1988, 928
-1974, -1888, 804
-2770, -1944, 652
-3420, -1974, 656
-4054, -2084, 852
-4350, -2196, 1116
-4578, -2104, 1240
-4696, -1988, 1428
-4976, -1908, 1592
-5526, -2182, 1832
-5976, -2486, 2040
-6310, -2732, 2156
-6422, -2694, 2292
-6576, -2546, 2520
-6870, -2556, 2680
-7350, -2716, 2724
-7614, -2842, 2756
-7800, -2780, 2712
-7688, -2798, 2528
-7640, -2846, 2578
-7656, -2880, 2464
-7922, -2860, 2300
-8166, -2868, 2204
-8192, -2852, 2132
-8192, -2862, 2192
-8192, -2956, 2216
-8192, -2922, 2104
-8080, -2844, 1900
-7846, -2776, 1752
-7772, -2660, 1526
-7636, -2576, 1476
-7458, -2616, 1440
-7252, -2520, 1428
-6964, -2484, 1456
-6540, -2426, 1460
-6212, -2300, 1514
-5662, -2292, 1508
-5354, -2270, 1480
-5006, -2196, 1436
-4704, -2092, 1388
-4316, -2008, 1384
-3896, -1928, 1344
-3454, -1888, 1344
-2922, -1760, 1232
-2456, -1512, 1002
-1348, -1572, 1072
-492, -1682, 1010
274, -1812, 908
824, -1868, 608
1112, -1906, 316
1448, -1916, 96
1784, -1924, -80
2094, -1898, -228
2448, -1988, -140
2660, -2022, -80
3036, -2060, 8
3518, -2112, 20
3930, -2180, 40
4190, -2196, -100
4566, -2232, -272
5106, -2230, -592
5426, -2300, -732
5698, -2344, -816
5860, -2322, -980
6004, -2320, -1124
6064, -2260, -1264
6068, -2280, -1332
6048, -2256, -1452
6148, -2236, -1452
6208, -2292, -1456
6288, -2338, -1364
6200, -2416, -1300
6092, -2412, -1300
6048, -2356, -1476
5976, -2330, -1632
5860, -2340, -1648
5780, -2364, -1558
5664, -2364, -1546
5574, -2360, -1444
5278, -2438, -1332
5018, -2442, -1328
4768, -2328, -1356
4522, -2256, -1356
4328, -2232, -1232
4324, -2162, -1038
4120, -2150, -828
3992, -2096, -748
3948, -1932, -808
3696, -1808, -692
3188, -1708, -514
2606, -1532, -452
1782, -1360, -408
1020, -1204, -252
168, -1188, 28
-246, -1292, 312
-412, -1356, 522
-438, -1352, 660
-638, -1530, 1066
-982, -1612, 1284
-1374, -1572, 1380
-1846, -1472, 1404
-2154, -1370, 1340
-2920, -1426, 1400
-4058, -1552, 1552
-5098, -1706, 1896
-6064, -1748, 2112
-6566, -1760, 2648
-6740, -2010, 2884
-6692, -2342, 3128
-6488, -2776, 3272
-6154, -2572, 3376
-6034, -2284, 3284
-6370, -2280, 3320
-7056, -2332, 3248
-7844, -2326, 3180
-8192, -2406, 3140
-8192, -2456, 3144
-8192, -2494, 3276
-8192, -2608, 3220
-8192, -2660, 3188
-8192, -2672, 2996
-8192, -2584, 2704
-8192, -2538, 2488
-8192, -2536, 2216
-8192, -2400, 1944
-8192, -2348, 1768
-7764, -2218, 1558
-7436, -2200, 1424
-6950, -2212, 1420
-6652, -2266, 1420
-6366, -2228, 1488
-6078, -2154, 1428
-5728, -2154, 1336
-5536, -2166, 1448
-5308, -2180, 1468
-5090, -2130, 1440
-4622, -2056, 1324
-4126, -2056, 1208
-3818, -2036, 1200
-3450, -2044, 1112
-3026, -1916, 1026
-2716, -1858, 1036
-2342, -1876, 1116
-1816, -1816, 1120
-1366, -1798, 972
-838, -1836, 932
-294, -1902, 928
390, -2048, 932
754, -2204, 900
1086, -2222, 752
1202, -2158, 506
1234, -2180, 344
1344, -2170, 196
1608, -2178, 84
2078, -2192, -48
2284, -2166, -172
2620, -2154, -156
3088, -2080, -316
3750, -2096, -316
4188, -2200, -332
4598, -2248, -364
4994, -2270, -616
5356, -2238, -772
5580, -2240, -880
5716, -2224, -1012
5784, -2216, -1104
5846, -2232, -1108
5806, -2292, -1064
5750, -2280, -1188
5732, -2248, -1340
5658, -2270, -1392
5518, -2340, -1428
5498, -2300, -1540
5456, -2308, -1728
5382, -2300, -1828
5278, -2330, -1860
5264, -2316, -1872
5360, -2336, -1884
5384, -2388, -1808
5296, -2442, -1740
5156, -2420, -1704
4906, -2366, -1562
4732, -2358, -1412
4578, -2396, -1320
4524, -2498, -1228
4408, -2500, -1120
4294, -2434, -1076
4144, -2396, -1030
4046, -2348, -1056
4058, -2260, -1204
4054, -2204, -1216
3918, -2184, -1096
3596, -1998, -1056
3320, -1868, -952
2926, -1678, -812
2524, -1596, -566
2020, -1470, -460
1236, -1288, -296
150, -1196, -92
-470, -1172, 224
-906, -1270, 888
-1218, -1572, 1464
-1370, -1632, 1776
-1410, -1638, 1906
-1554, -1724, 1812
-1680, -1812, 1820
-1942, -1864, 1832
-2502, -1828, 1628
-3070, -1834, 1472
-3912, -1884, 1542
-4736, -1694, 1904
-6068, -1864, 1884
-6934, -2114, 2328
-7580, -2402, 2562
-7694, -2646, 2836
-7458, -2876, 2968
-7104, -2776, 3144
-7052, -2748, 3312
-7122, -2750, 3344
-7226, -2728, 3280
-7534, -2702, 3110
-7890, -2710, 3082
-8192, -2736, 3020
-8192, -2796, 2964
-8192, -2824, 2856
-8192, -2832, 2636
-8192, -2758, 2400
-8096, -2792, 2268
-7824, -2744, 2092
-7654, -2712, 1936
-7402, -2686, 1788
-7192, -2668, 1780
-6794, -2642, 1792
-6396, -2538, 1588
-6052, -2532, 1412
-5752, -2520, 1284
-5486, -2504, 1220
-5042, -2450, 1120
-4642, -2464, 1132
-4238, -2508, 1108
-3944, -2516, 968
-3850, -2504, 816
-3736, -2468, 656
-3674, -2444, 596
-3512, -2446, 612
-3034, -2396, 544
-2720, -2288, 432
-2532, -2332, 476
-2344, -2274, 528
-1956, -2296, 632
-1682, -2408, 756
-1392, -2432, 908
-778, -2408, 852
-356, -2442, 642
98, -2512, 712
224, -2508, 510
274, -2444, 348
440, -2356, 180
758, -2312, 44
1038, -2322, 72
1570, -2338, 92
2004, -2308, 2
2336, -2390, 28
2584, -2372, -36
2874, -2370, -184
3288, -2318, -288
3898, -2370, -348
4458, -2360, -480
4884, -2396, -632
5330, -2432, -792
5570, -2408, -940
5792, -2370, -1100
5806, -2382, -1160
5570, -2376, -1112
5344, -2346, -968
5130, -2384, -972
4842, -2418, -968
4542, -2452, -1080
4420, -2476, -1232
4520, -2456, -1336
4640, -2512, -1448
4748, -2532, -1476
4722, -2568, -1544
4594, -2572, -1588
4502, -2576, -1612
4418, -2634, -1534
4348, -2634, -1472
4272, -2642, -1348
4140, -2724, -1268
4014, -2734, -1136
3840, -2680, -1124
3804, -2708, -1104
3706, -2732, -1076
3756, -2736, -1080
3792, -2768, -1088
3926, -2694, -1244
4146, -2658, -1248
4254, -2650, -1212
4352, -2686, -1108
4216, -2656, -960
4018, -2516, -888
3752, -2364, -700
3564, -2268, -604
3332, -2170, -576
3074, -2022, -492
2838, -1892, -612
2654, -1796, -484
2244, -1716, -184
1968, -1608, 132
1540, -1506, 268
1034, -1364, 184
346, -1206, -60
-120, -1118, -196
-376, -1084, 4
-650, -1066, 92
-1182, -1110, 448
-1776, -1110, 892
-2326, -1132, 1060
-2842, -1280, 1316
-3646, -1524, 1568
-4208, -1712, 1772
-4588, -1858, 2058
-4926, -2002, 2468
-5096, -2196, 2476
-5002, -2204, 2408
-4950, -2100, 2388
-4942, -2364, 2312
-5216, -2270, 2404
-5792, -2118, 2464
-6646, -2100, 2616
-7550, -2212, 2756
-8066, -2278, 2964
-8192, -2300, 3196
-8192, -2400, 3308
-8192, -2546, 3396
-8192, -2588, 3340
-8192, -2564, 3172
-8192, -2502, 2800
-8192, -2374, 2596
-8192, -2384, 2424
-8192, -2442, 2344
-8192, -2452, 2248
-8192, -2434, 2108
-8030, -2348, 1964
-7492, -2312, 1904
-7008, -2302, 1804
-6576, -2312, 1664
-6360, -2302, 1548
-6016, -2280, 1412
-5578, -2240, 1216
-5220, -2228, 1232
-4886, -2274, 1188
-4708, -2264, 1200
-4556, -2264, 1224
-4218, -2274, 1232
-3900, -2352, 1232
-3984, -2420, 1316
-4316, -2480, 1308
-4478, -2586, 1272
-4682, -2512, 1164
-4972, -2408, 1180
-5158, -2336, 1212
-5098, -2300, 1356
-4678, -2184, 1432
-4198, -2024, 1530
-3972, -1958, 1592
-3670, -1690, 1404
-2952, -1516, 1200
-1998, -1566, 1276
-1274, -1456, 1092
-554, -1388, 756
130, -1198, 180
832, -1174, -132
1366, -1240, -236
1566, -1314, -128
1918, -1214, -248
2468, -1162, -268
